,Player,enterYear,retireYear,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,TS%,3PAr,FTr,WS/48,FG%,3P%,2P%,eFG%,FT%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,MP_PG,FG_PG,FGA_PG,3P_PG,3PA_PG,2P_PG,2PA_PG,FT_PG,FTA_PG,ORB_PG,DRB_PG,TRB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
2310,Kirk Penney,2004,2005,SG,6,0,30,2,9,1,4,1,5,0,0,0,2,2,2,1,0,5,1,5,-5.8,-0.1,0.0,-0.1,-12.8,-2.3,-15.2,-0.0,0.291,0.416,0.0,-0.301,0.25,0.167,0.25,0.291,,0.0,0.081,0.041,0.108,0.015,0.0,0.366,0.214,5.0,0.3,1.5,0.2,0.7,0.2,0.8,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.0,0.8,0.2,0.8
2311,Kirk Snyder,2005,2008,SF,247,89,4301,585,1305,97,304,488,1001,327,464,182,435,617,305,106,84,258,383,1594,12.7,0.4,0.5,0.9,-1.4,-0.4,-1.8,0.0,0.534,0.229,0.4,0.072,0.461,0.269,0.513,0.493,0.68,0.051,0.123,0.086,0.123,0.012,0.015,0.146,0.188,17.4,2.4,5.3,0.4,1.2,2.0,4.1,1.3,1.9,0.7,1.8,2.5,1.2,0.4,0.3,1.0,1.6,6.5
2312,Kiwane Garris,1998,2000,SG,31,0,248,24,75,5,15,19,60,19,25,3,17,20,30,7,1,16,22,72,2.4,-0.1,0.0,-0.1,-7.7,-4.2,-11.8,-0.2,0.324,0.158,0.193,-0.127,0.269,0.178,0.278,0.288,0.76,0.007,0.067,0.037,0.168,0.009,0.002,0.128,0.193,8.0,0.8,2.4,0.2,0.5,0.6,1.9,0.6,0.8,0.1,0.5,0.6,1.0,0.2,0.0,0.5,0.7,2.3
2313,Klay Thompson,2012,2017,SG,464,427,15182,3282,7243,1328,3171,1954,4072,962,1128,205,1349,1554,1045,422,251,810,1039,8854,16.5,3.6,2.4,6.1,1.9,-1.6,0.4,1.6,0.569,0.432,0.153,0.113,0.452,0.418,0.478,0.542,0.852,0.015,0.094,0.056,0.114,0.014,0.013,0.097,0.248,32.7,7.1,15.6,2.9,6.8,4.2,8.8,2.1,2.4,0.4,2.9,3.3,2.3,0.9,0.5,1.7,2.2,19.1
2314,Kleggie Hermsen,1950,1953,C-F,158,0,124,393,1321,0,0,393,1321,314,494,0,0,486,198,0,0,0,564,1100,-7.4,-0.4,0.9,0.5,,,,,0.233,,0.258,-0.433,0.185,,0.185,0.185,0.608,,,,,,,,,0.8,2.5,8.4,0.0,0.0,2.5,8.4,2.0,3.1,0.0,0.0,3.1,1.3,0.0,0.0,0.0,3.6,7.0
2315,Kobe Bryant,1997,2016,SF,1346,1198,48637,11719,26200,1827,5546,9892,20654,8378,10011,1499,5548,7047,6306,1944,640,4010,3353,33643,21.5,6.1,2.5,8.6,3.6,-0.7,2.9,3.6,0.543,0.218,0.378,0.145,0.441,0.318,0.473,0.476,0.835,0.034,0.127,0.081,0.242,0.02,0.009,0.128,0.313,36.1,8.7,19.5,1.4,4.1,7.3,15.3,6.2,7.4,1.1,4.1,5.2,4.7,1.4,0.5,3.0,2.5,25.0
2316,Korleone Young,1999,1999,SF,3,0,15,5,10,1,4,4,6,2,2,2,2,4,1,0,0,1,3,13,31.3,0.1,0.0,0.1,11.4,-5.4,6.0,0.0,0.597,0.4,0.2,0.28,0.5,0.25,0.667,0.55,1.0,0.162,0.164,0.163,0.188,0.0,0.0,0.084,0.376,5.0,1.7,3.3,0.3,1.3,1.3,2.0,0.7,0.7,0.7,0.7,1.3,0.3,0.0,0.0,0.3,1.0,4.3
2317,Kornel David,1999,2001,SF,168,16,2268,293,659,0,7,293,652,204,249,152,287,439,88,69,31,136,256,790,12.5,0.2,0.3,0.4,-3.1,0.0,-3.1,-0.2,0.519,0.006,0.33,0.084,0.458,0.0,0.461,0.458,0.837,0.084,0.167,0.124,0.064,0.024,0.012,0.156,0.173,13.5,1.7,3.9,0.0,0.0,1.7,3.9,1.2,1.5,0.9,1.7,2.6,0.5,0.4,0.2,0.8,1.5,4.7
2318,Kosta Koufos,2009,2017,C,623,217,9812,1523,2885,0,6,1523,2879,394,655,1054,1879,2933,243,239,481,434,1243,3440,14.6,1.0,1.2,2.2,-2.9,-0.1,-3.0,0.2,0.53,0.003,0.262,0.096,0.512,0.0,0.513,0.512,0.601,0.129,0.21,0.17,0.036,0.012,0.039,0.133,0.177,15.7,2.4,4.6,0.0,0.0,2.4,4.6,0.6,1.1,1.7,3.0,4.7,0.4,0.4,0.8,0.7,2.0,5.5
2319,Kosta Perovic,2008,2008,C,7,0,38,3,10,0,0,3,10,4,6,6,7,13,1,0,2,1,6,10,10.3,0.0,0.0,0.0,-4.9,-1.7,-6.7,0.0,0.396,0.0,0.6,0.06,0.3,,0.3,0.3,0.667,0.162,0.205,0.183,0.034,0.0,0.038,0.073,0.151,5.4,0.4,1.4,0.0,0.0,0.4,1.4,0.6,0.9,0.9,1.0,1.9,0.1,0.0,0.3,0.1,0.9,1.4
2320,Kostas Papanikolaou,2015,2016,SF,69,7,1089,93,263,41,138,52,125,22,32,47,111,158,101,42,18,76,95,249,6.9,-0.4,0.6,0.2,-3.8,0.4,-3.3,-0.2,0.454,0.512,0.151,0.004,0.357,0.302,0.415,0.434,0.682,0.042,0.116,0.079,0.118,0.02,0.014,0.219,0.141,15.8,1.3,3.8,0.6,2.0,0.8,1.8,0.3,0.5,0.7,1.6,2.3,1.5,0.6,0.3,1.1,1.4,3.6
2321,Kris Dunn,2017,2017,PG,78,7,1333,118,313,21,73,97,240,36,59,24,142,166,188,78,36,89,178,293,8.1,-1.2,1.3,0.1,-3.7,1.5,-2.2,-0.1,0.432,0.233,0.188,0.004,0.377,0.288,0.404,0.411,0.61,0.021,0.126,0.073,0.194,0.03,0.023,0.208,0.142,17.1,1.5,4.0,0.3,0.9,1.2,3.1,0.5,0.8,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8
2322,Kris Humphries,2005,2017,PF,922,220,16288,2379,5189,89,297,2290,4892,1333,1900,1564,3346,4910,624,378,525,795,1695,6180,14.4,0.8,1.1,1.9,-2.7,-0.1,-2.8,-0.1,0.5,0.095,0.366,0.091,0.438,0.136,0.451,0.453,0.706,0.109,0.232,0.169,0.066,0.013,0.024,0.11,0.197,17.7,2.6,5.6,0.1,0.3,2.5,5.3,1.4,2.1,1.7,3.6,5.3,0.7,0.4,0.6,0.9,1.8,6.7
2323,Kris Joseph,2013,2013,SF,20,0,108,4,28,0,6,4,22,10,16,2,12,14,2,6,0,4,6,18,0.4,-0.2,0.0,-0.1,-9.9,-1.2,-11.1,-0.1,0.247,0.243,0.756,-0.137,0.108,0.0,0.135,0.108,0.625,0.025,0.133,0.08,0.03,0.028,0.0,0.079,0.178,5.4,0.2,1.4,0.0,0.3,0.2,1.1,0.5,0.8,0.1,0.6,0.7,0.1,0.3,0.0,0.2,0.3,0.9
2324,Kristaps Porzingis,2016,2017,PF,138,137,4211,816,1871,193,557,623,1314,399,492,243,758,1001,191,100,264,239,449,2224,17.5,2.0,2.5,4.4,-0.3,0.4,0.2,1.2,0.532,0.296,0.264,0.101,0.435,0.345,0.474,0.487,0.812,0.063,0.195,0.129,0.075,0.012,0.05,0.103,0.245,30.5,5.9,13.6,1.4,4.0,4.5,9.5,2.9,3.6,1.8,5.5,7.3,1.4,0.7,1.9,1.7,3.3,16.1
2325,Kurk Lee,1991,1991,PG,48,0,265,19,71,3,15,16,56,25,28,7,23,30,34,11,2,20,39,66,5.6,-0.3,0.2,-0.1,-5.7,-1.1,-6.7,-0.3,0.396,0.211,0.394,-0.013,0.268,0.2,0.286,0.289,0.893,0.027,0.095,0.059,0.168,0.02,0.004,0.194,0.157,5.5,0.4,1.5,0.1,0.3,0.3,1.2,0.5,0.6,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4
2326,Kurt Nimphius,1982,1990,C,710,287,14755,1957,4005,2,27,1955,3978,973,1427,1115,1999,3114,768,244,855,742,2054,4889,11.1,0.9,0.9,1.8,-2.3,0.3,-2.0,0.2,0.517,0.008,0.36,0.062,0.481,0.114,0.484,0.481,0.656,0.083,0.147,0.115,0.06,0.008,0.032,0.137,0.15,20.8,2.8,5.6,0.0,0.0,2.8,5.6,1.4,2.0,1.6,2.8,4.4,1.1,0.3,1.2,1.0,2.9,6.9
2327,Kurt Rambis,1982,1995,PF,1026,524,19025,2059,3878,0,19,2059,3859,1124,1642,1873,3840,5713,1119,904,511,1179,2366,5242,12.1,0.9,1.6,2.4,-1.6,2.1,0.6,0.9,0.564,0.005,0.431,0.098,0.528,0.0,0.531,0.528,0.668,0.106,0.207,0.158,0.075,0.022,0.015,0.215,0.122,18.5,2.0,3.8,0.0,0.0,2.0,3.8,1.1,1.6,1.8,3.7,5.6,1.1,0.9,0.5,1.1,2.3,5.1
2328,Kurt Thomas,1996,2013,PF,1180,698,28744,4031,8290,9,33,4022,8257,1345,1781,2052,5783,7835,1271,780,898,1287,3767,9416,12.8,1.2,2.2,3.4,-2.9,1.8,-1.1,0.7,0.509,0.004,0.21,0.099,0.479,0.267,0.479,0.479,0.739,0.086,0.232,0.16,0.07,0.014,0.023,0.13,0.166,24.4,3.4,7.0,0.0,0.0,3.4,7.0,1.1,1.5,1.7,4.9,6.6,1.1,0.7,0.8,1.1,3.2,8.0
2329,Kwame Brown,2002,2013,C,645,296,14102,1590,3230,1,9,1589,3221,1038,1848,1136,2385,3521,599,346,399,822,1467,4219,11.4,0.5,1.1,1.5,-3.4,0.6,-2.7,-0.0,0.509,0.002,0.628,0.059,0.496,0.083,0.497,0.496,0.507,0.092,0.206,0.149,0.069,0.014,0.02,0.179,0.152,21.9,2.5,5.0,0.0,0.0,2.5,5.0,1.6,2.9,1.8,3.7,5.5,0.9,0.5,0.6,1.3,2.3,6.5
2330,Kyle Anderson,2015,2017,SG,183,33,2623,262,593,30,88,232,505,116,154,63,461,524,242,126,62,108,188,670,11.2,0.4,1.8,2.2,-3.1,3.3,0.2,0.7,0.481,0.147,0.237,0.101,0.42,0.324,0.436,0.445,0.726,0.026,0.197,0.114,0.123,0.024,0.018,0.13,0.133,14.3,1.4,3.2,0.2,0.5,1.3,2.8,0.6,0.8,0.3,2.5,2.9,1.3,0.7,0.3,0.6,1.0,3.7
2331,Kyle Korver,2004,2017,SG,1173,440,30800,4048,9107,2322,5409,1726,3698,1295,1465,342,3212,3554,2088,798,402,1272,2507,11713,12.7,2.4,1.7,4.1,1.1,-0.6,0.5,1.2,0.599,0.594,0.155,0.112,0.444,0.428,0.466,0.572,0.877,0.014,0.116,0.066,0.103,0.013,0.01,0.115,0.165,26.3,3.5,7.8,2.0,4.6,1.5,3.2,1.1,1.2,0.3,2.7,3.0,1.8,0.7,0.3,1.1,2.1,10.0
2332,Kyle Lowry,2007,2017,PG,790,498,23737,3462,8146,1162,3219,2300,4927,2660,3329,623,2476,3099,4398,1049,208,1699,2088,10746,17.6,3.9,1.8,5.6,2.7,0.1,2.8,2.5,0.555,0.345,0.457,0.142,0.422,0.332,0.462,0.482,0.807,0.033,0.122,0.078,0.292,0.024,0.007,0.16,0.206,30.0,4.4,10.3,1.5,4.1,2.9,6.2,3.4,4.2,0.8,3.1,3.9,5.6,1.3,0.3,2.2,2.6,13.6
2333,Kyle Macy,1981,1987,PG,551,257,14246,2175,4339,192,569,1983,3770,717,821,311,903,1214,2198,631,49,712,1081,5259,13.9,3.2,2.0,5.1,0.6,-0.6,-0.0,1.1,0.557,0.134,0.187,0.121,0.499,0.32,0.524,0.521,0.864,0.025,0.071,0.048,0.207,0.021,0.002,0.134,0.155,25.9,3.9,7.9,0.3,1.0,3.6,6.8,1.3,1.5,0.6,1.6,2.2,4.0,1.1,0.1,1.3,2.0,9.5
2334,Kyle O'Quinn,2013,2017,C,321,50,4643,750,1494,19,86,731,1408,241,328,444,1017,1461,378,137,306,307,663,1760,17.0,0.9,1.4,2.2,-1.8,2.6,0.7,0.7,0.537,0.063,0.222,0.111,0.501,0.125,0.519,0.508,0.733,0.104,0.243,0.173,0.132,0.015,0.049,0.159,0.188,14.5,2.3,4.7,0.1,0.3,2.3,4.4,0.8,1.0,1.4,3.2,4.6,1.2,0.4,1.0,1.0,2.1,5.5
2335,Kyle Singler,2013,2017,SF,424,230,9478,1008,2440,393,1062,615,1378,374,473,349,861,1210,355,249,131,330,883,2783,8.3,1.0,0.8,1.7,-1.6,-0.6,-2.3,0.2,0.508,0.463,0.184,0.055,0.399,0.343,0.435,0.48,0.76,0.036,0.103,0.069,0.053,0.013,0.011,0.11,0.13,22.4,2.4,5.8,0.9,2.5,1.5,3.2,0.9,1.1,0.8,2.0,2.9,0.8,0.6,0.3,0.8,2.1,6.6
2336,Kyle Weaver,2009,2011,SG,73,19,1379,134,304,42,119,92,185,53,72,34,124,158,119,55,33,80,97,363,10.7,0.1,0.4,0.5,-2.5,0.3,-2.2,0.1,0.516,0.411,0.246,0.046,0.394,0.38,0.406,0.471,0.805,0.024,0.124,0.074,0.133,0.019,0.024,0.167,0.163,18.9,1.8,4.2,0.6,1.6,1.3,2.5,0.7,1.0,0.5,1.7,2.2,1.6,0.8,0.5,1.1,1.3,5.0
2337,Kyle Wiltjer,2017,2017,PF,14,0,44,4,14,4,13,0,1,1,2,4,6,10,2,3,1,5,4,13,6.7,-0.1,0.1,0.0,-4.0,0.0,-4.0,0.0,0.437,0.929,0.143,-0.039,0.286,0.308,0.0,0.429,0.5,0.099,0.149,0.124,0.061,0.033,0.018,0.252,0.191,3.1,0.3,1.0,0.3,0.9,0.0,0.1,0.1,0.1,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9
2338,Kyrie Irving,2012,2017,PG,381,381,13024,3009,6588,723,1887,2286,4701,1491,1708,281,1009,1290,2114,504,127,1031,829,8232,21.2,5.2,1.5,6.7,4.4,-1.6,2.9,2.7,0.559,0.283,0.258,0.146,0.457,0.381,0.487,0.511,0.874,0.025,0.09,0.057,0.303,0.02,0.008,0.126,0.289,34.2,7.9,17.3,1.9,5.0,6.0,12.3,3.9,4.5,0.7,2.6,3.4,5.5,1.3,0.3,2.7,2.2,21.6
2339,Kyrylo Fesenko,2008,2012,C,135,7,1107,125,252,0,2,125,250,55,134,97,172,269,40,19,53,66,224,305,12.5,-0.1,0.3,0.2,-3.2,1.2,-2.0,-0.1,0.487,0.004,0.619,0.099,0.469,0.0,0.471,0.469,0.462,0.135,0.237,0.186,0.057,0.02,0.035,0.163,0.166,8.2,0.9,1.9,0.0,0.0,0.9,1.9,0.4,1.0,0.7,1.3,2.0,0.3,0.1,0.4,0.5,1.7,2.3
2340,LaBradford Smith,1992,1994,SG,249,42,4008,609,1428,52,164,557,1264,280,351,124,231,355,503,182,20,266,468,1550,13.7,0.0,0.4,0.5,-0.7,-1.7,-2.4,-0.4,0.501,0.106,0.412,0.076,0.423,0.286,0.436,0.44,0.782,0.053,0.068,0.06,0.183,0.025,0.005,0.125,0.205,16.1,2.4,5.7,0.2,0.7,2.2,5.1,1.1,1.4,0.5,0.9,1.4,2.0,0.7,0.1,1.1,1.9,6.2
2341,LaMarcus Aldridge,2007,2017,PF,794,753,27568,6157,12659,84,293,6073,12366,2738,3412,2086,4504,6590,1510,611,828,1243,2005,15136,20.3,4.9,3.0,7.9,0.6,0.5,1.1,2.0,0.536,0.022,0.268,0.151,0.489,0.197,0.493,0.492,0.798,0.09,0.189,0.14,0.098,0.012,0.024,0.081,0.255,34.7,7.8,15.9,0.1,0.4,7.6,15.6,3.4,4.3,2.6,5.7,8.3,1.9,0.8,1.0,1.6,2.5,19.1
2342,LaMark Baker,1999,1999,PG,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-46.6,-0.1,0.0,-0.1,-41.2,-7.7,-48.9,0.0,0.0,0.0,0.0,-1.289,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.454,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2343,LaPhonso Ellis,1993,2003,PF,624,359,17616,2895,6409,241,797,2654,5612,1379,1888,1320,2712,4032,981,433,477,1001,1934,7410,13.8,1.3,1.6,3.0,-1.4,0.1,-1.3,0.6,0.495,0.121,0.283,0.078,0.435,0.251,0.456,0.452,0.744,0.086,0.176,0.131,0.09,0.012,0.021,0.124,0.21,28.2,4.6,10.3,0.4,1.3,4.3,9.0,2.2,3.0,2.1,4.3,6.5,1.6,0.7,0.8,1.6,3.1,11.9
2344,LaRue Martin,1973,1976,C,271,0,3795,591,1422,0,0,591,1422,248,362,278,622,1258,203,46,98,0,617,1430,12.1,-0.4,0.8,0.5,-3.6,-1.5,-5.1,-0.6,0.447,,0.255,0.021,0.411,,0.411,0.411,0.681,0.109,0.226,0.17,0.072,0.007,0.019,,,14.0,2.2,5.2,0.0,0.0,2.2,5.2,0.9,1.3,1.0,2.3,4.6,0.7,0.2,0.4,0.0,2.3,5.3
2345,LaSalle Thompson,1983,1997,C,1087,587,23707,3555,7245,4,27,3551,7218,1761,2362,2354,5087,7441,1222,823,1072,1834,3461,8875,10.7,0.5,1.6,2.1,-3.7,1.0,-2.6,0.4,0.476,0.003,0.355,0.048,0.418,0.08,0.42,0.419,0.73,0.102,0.227,0.165,0.064,0.016,0.025,0.207,0.16,21.8,3.3,6.7,0.0,0.0,3.3,6.6,1.6,2.2,2.2,4.7,6.8,1.1,0.8,1.0,1.7,3.2,8.2
2346,Lamar Green,1970,1975,C,360,0,6448,778,1808,0,0,778,1808,307,472,113,346,2295,263,36,43,0,902,1863,10.3,0.0,1.2,1.2,-6.2,0.0,-6.2,-0.6,0.448,,0.269,0.042,0.419,,0.419,0.419,0.614,0.088,0.271,0.172,0.054,0.009,0.013,,,17.9,2.2,5.0,0.0,0.0,2.2,5.0,0.9,1.3,0.3,1.0,6.4,0.7,0.1,0.1,0.0,2.5,5.2
2347,Lamar Odom,2000,2013,PF,961,684,32131,4811,10393,664,2126,4147,8267,2495,3599,1821,6238,8059,3554,848,892,2253,2916,12781,15.8,2.6,2.9,5.5,0.3,1.7,2.0,2.6,0.522,0.213,0.328,0.104,0.455,0.301,0.497,0.486,0.672,0.063,0.216,0.14,0.183,0.014,0.021,0.158,0.2,33.4,5.0,10.8,0.7,2.2,4.3,8.6,2.6,3.7,1.9,6.5,8.4,3.7,0.9,0.9,2.3,3.0,13.3
2348,Lamar Patterson,2016,2017,SG,40,0,435,31,95,13,55,18,40,18,25,5,52,57,45,10,2,27,51,93,1.6,-0.2,0.2,0.0,-7.2,-0.8,-8.0,-0.2,0.372,0.506,0.238,-0.075,0.275,0.206,0.369,0.329,0.697,0.019,0.144,0.083,0.174,0.011,0.002,0.2,0.175,10.9,0.8,2.4,0.3,1.4,0.5,1.0,0.5,0.6,0.1,1.3,1.4,1.1,0.2,0.1,0.7,1.3,2.3
2349,Lamond Murray,1995,2006,SF,736,364,18477,3137,7301,528,1466,2609,5835,1484,1955,936,2097,3033,978,684,319,1207,1471,8286,13.5,0.7,1.1,1.8,-1.4,-0.9,-2.3,0.1,0.502,0.232,0.266,0.047,0.42,0.358,0.436,0.462,0.744,0.056,0.143,0.098,0.088,0.019,0.012,0.129,0.224,25.1,4.3,9.9,0.7,2.0,3.5,7.9,2.0,2.7,1.3,2.8,4.1,1.3,0.9,0.4,1.6,2.0,11.3
2350,Lamont Strothers,1992,1993,SG,13,0,155,24,73,2,15,22,58,10,14,9,6,15,14,9,1,17,15,60,5.8,-0.2,0.0,-0.2,-6.8,-2.8,-9.5,-0.1,0.372,0.19,0.248,-0.149,0.331,0.077,0.388,0.339,0.65,0.061,0.026,0.043,0.117,0.028,0.019,0.157,0.307,11.9,1.8,5.6,0.2,1.2,1.7,4.5,0.8,1.1,0.7,0.5,1.2,1.1,0.7,0.1,1.3,1.2,4.6
2351,Lanard Copeland,1990,1992,SG,33,0,158,38,91,1,7,37,84,13,16,5,12,17,14,3,1,23,17,90,7.0,-0.2,0.0,-0.2,-7.1,-3.4,-10.4,-0.2,0.417,0.08,0.146,-0.113,0.38,0.1,0.404,0.384,0.893,0.033,0.101,0.067,0.144,0.013,0.003,0.174,0.303,4.8,1.2,2.8,0.0,0.2,1.1,2.5,0.4,0.5,0.2,0.4,0.5,0.4,0.1,0.0,0.7,0.5,2.7
2352,Lancaster Gordon,1985,1988,SG,201,6,2581,472,1208,23,85,449,1123,158,206,116,143,259,294,128,31,237,266,1125,8.8,-1.0,0.3,-0.7,-4.4,-2.2,-6.7,-0.6,0.426,0.05,0.175,-0.049,0.38,0.255,0.387,0.387,0.824,0.043,0.056,0.049,0.166,0.019,0.009,0.145,0.237,12.8,2.3,6.0,0.1,0.4,2.2,5.6,0.8,1.0,0.6,0.7,1.3,1.5,0.6,0.2,1.2,1.3,5.6
2353,Lance Allred,2008,2008,C,3,0,10,1,4,0,0,1,4,1,2,0,1,1,0,0,0,0,1,3,-1.0,0.0,0.0,0.0,-12.6,-7.1,-19.7,0.0,0.307,0.0,0.5,-0.125,0.25,,0.25,0.25,0.5,0.0,0.118,0.057,0.0,0.0,0.0,0.0,0.221,3.3,0.3,1.3,0.0,0.0,0.3,1.3,0.3,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
2354,Lance Blanks,1991,1993,SG,142,2,1045,116,266,19,75,97,191,38,57,31,79,110,117,39,8,63,122,289,9.3,-0.0,0.3,0.2,-2.5,-0.2,-2.8,-0.2,0.501,0.28,0.214,0.045,0.438,0.252,0.508,0.474,0.689,0.036,0.085,0.061,0.165,0.025,0.005,0.187,0.161,7.4,0.8,1.9,0.1,0.5,0.7,1.3,0.3,0.4,0.2,0.6,0.8,0.8,0.3,0.1,0.4,0.9,2.0
2355,Lance Stephenson,2011,2017,SG,445,202,10626,1533,3370,242,768,1291,2602,493,701,282,1478,1760,1273,294,60,739,869,3801,10.4,0.2,1.2,1.3,-3.0,-0.4,-3.4,0.3,0.493,0.194,0.184,0.027,0.441,0.263,0.48,0.469,0.663,0.022,0.151,0.087,0.207,0.013,0.005,0.178,0.193,23.9,3.4,7.6,0.5,1.7,2.9,5.8,1.1,1.6,0.6,3.3,4.0,2.9,0.7,0.1,1.7,2.0,8.5
2356,Lance Thomas,2012,2017,PF,335,113,6579,742,1751,96,239,646,1512,386,493,291,620,911,258,138,42,270,556,1966,7.8,0.2,0.3,0.5,-3.5,-1.6,-5.1,-0.5,0.474,0.096,0.339,0.017,0.402,0.25,0.403,0.421,0.742,0.056,0.115,0.086,0.062,0.009,0.005,0.121,0.147,19.6,2.2,5.2,0.3,0.7,1.9,4.5,1.2,1.5,0.9,1.9,2.7,0.8,0.4,0.1,0.8,1.7,5.9
2357,Landry Fields,2011,2015,SF,255,176,6010,684,1446,120,361,564,1085,243,365,248,844,1092,419,212,45,270,310,1731,11.0,0.9,1.1,2.1,-1.7,0.7,-1.1,0.6,0.512,0.157,0.245,0.073,0.461,0.258,0.496,0.485,0.688,0.051,0.149,0.099,0.104,0.019,0.005,0.143,0.131,23.6,2.7,5.7,0.5,1.4,2.2,4.3,1.0,1.4,1.0,3.3,4.3,1.6,0.8,0.2,1.1,1.2,6.8
2358,Langston Galloway,2015,2017,PG,275,52,6480,849,2189,379,1016,470,1173,251,320,134,656,790,543,221,46,214,498,2328,10.7,0.5,0.9,1.4,-0.8,-1.3,-2.2,0.1,0.504,0.457,0.139,0.044,0.39,0.388,0.389,0.478,0.809,0.022,0.106,0.064,0.125,0.016,0.005,0.092,0.176,23.6,3.1,8.0,1.4,3.7,1.7,4.3,0.9,1.2,0.5,2.4,2.9,2.0,0.8,0.2,0.8,1.8,8.5
2359,Lari Ketner,2000,2001,PF,47,0,271,26,64,0,0,26,64,16,24,24,44,68,3,8,6,22,40,68,2.2,-0.1,0.1,-0.0,-10.9,-3.0,-14.0,-0.2,0.457,0.0,0.343,-0.097,0.405,,0.405,0.405,0.756,0.062,0.145,0.103,0.065,0.011,0.013,0.41,0.151,5.8,0.6,1.4,0.0,0.0,0.6,1.4,0.3,0.5,0.5,0.9,1.4,0.1,0.2,0.1,0.5,0.9,1.4
2360,Laron Profit,2000,2006,SG,135,18,1537,173,413,21,89,152,324,74,104,52,157,209,166,70,25,116,138,441,9.9,-0.1,0.3,0.2,-3.5,-0.5,-4.0,-0.2,0.474,0.226,0.242,0.012,0.416,0.225,0.473,0.441,0.662,0.035,0.126,0.08,0.158,0.022,0.012,0.204,0.169,11.4,1.3,3.1,0.2,0.7,1.1,2.4,0.5,0.8,0.4,1.2,1.5,1.2,0.5,0.2,0.9,1.0,3.3
2361,Larry Bird,1980,1992,SF,897,870,34443,8591,17334,649,1727,7942,15607,3960,4471,1757,7217,8974,5695,1556,755,2816,2279,21791,23.1,6.7,4.5,11.2,4.3,2.3,6.6,6.1,0.558,0.097,0.249,0.195,0.491,0.351,0.503,0.509,0.891,0.054,0.224,0.142,0.248,0.021,0.013,0.126,0.264,38.4,9.6,19.3,0.7,1.9,8.9,17.4,4.4,5.0,2.0,8.0,10.0,6.3,1.7,0.8,3.1,2.5,24.3
2362,Larry Cannon,1974,1974,SG,19,0,335,49,127,0,0,49,127,19,28,16,20,36,52,7,4,0,48,117,10.2,-0.3,0.1,-0.2,-2.8,-2.3,-5.1,-0.3,0.42,,0.22,-0.029,0.386,,0.386,0.386,0.679,0.044,0.06,0.052,0.222,0.009,0.006,,,17.6,2.6,6.7,0.0,0.0,2.6,6.7,1.0,1.5,0.8,1.1,1.9,2.7,0.4,0.2,0.0,2.5,6.2
2363,Larry Comley,1964,1964,G,12,0,89,8,37,0,0,8,37,9,16,0,0,19,12,0,0,0,11,25,5.6,-0.4,0.1,-0.3,,,,,0.284,,0.432,-0.167,0.216,,0.216,0.216,0.563,,,,,,,,,7.4,0.7,3.1,0.0,0.0,0.7,3.1,0.8,1.3,0.0,0.0,1.6,1.0,0.0,0.0,0.0,0.9,2.1
2364,Larry Costello,1955,1968,PG,706,0,21198,3095,7068,0,0,3095,7068,2432,2891,0,0,2705,3215,0,0,0,2326,8622,14.0,3.5,1.7,5.2,,,,,0.511,,0.412,0.133,0.431,,0.431,0.431,0.842,,,,0.173,,,,,30.0,4.4,10.0,0.0,0.0,4.4,10.0,3.4,4.1,0.0,0.0,3.8,4.6,0.0,0.0,0.0,3.3,12.2
2365,Larry Demic,1980,1982,PF,206,0,3192,397,865,0,3,397,862,182,314,338,467,805,106,72,49,252,524,976,7.8,-0.3,0.8,0.5,-3.7,-1.3,-5.0,-0.7,0.487,0.007,0.393,0.021,0.47,0.0,0.473,0.47,0.53,0.111,0.164,0.137,0.043,0.008,0.009,0.196,0.151,15.5,1.9,4.2,0.0,0.0,1.9,4.2,0.9,1.5,1.6,2.3,3.9,0.5,0.3,0.2,1.2,2.5,4.7
2366,Larry Drew,1981,2015,PG,726,342,18589,3328,7143,122,431,3206,6712,1378,1727,260,1020,1280,3747,797,45,1590,1299,8156,12.5,1.1,1.1,2.2,-1.5,-2.2,-3.7,-0.2,0.501,0.12,0.212,0.044,0.448,0.269,0.471,0.464,0.781,0.014,0.064,0.039,0.291,0.019,0.001,0.189,0.197,25.6,4.6,9.8,0.2,0.6,4.4,9.2,1.9,2.4,0.4,1.4,1.8,5.2,1.1,0.1,2.2,1.8,11.2
