,Player,enterYear,retireYear,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,TS%,3PAr,FTr,WS/48,FG%,3P%,2P%,eFG%,FT%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,MP_PG,FG_PG,FGA_PG,3P_PG,3PA_PG,2P_PG,2PA_PG,FT_PG,FTA_PG,ORB_PG,DRB_PG,TRB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
951,DeJuan Wheat,1998,1999,PG,80,0,740,93,243,30,77,63,166,49,70,14,42,56,127,32,3,57,71,265,13.2,0.2,0.1,0.2,-0.6,-3.6,-4.2,-0.2,0.491,0.326,0.292,0.048,0.389,0.419,0.373,0.458,0.663,0.022,0.065,0.043,0.284,0.022,0.004,0.159,0.2,9.2,1.2,3.0,0.4,1.0,0.8,2.1,0.6,0.9,0.2,0.5,0.7,1.6,0.4,0.0,0.7,0.9,3.3
952,DeMar DeRozan,2010,2017,SG,595,583,20275,4071,9119,236,841,3835,8278,3078,3718,455,1969,2424,1661,570,163,1148,1348,11456,17.0,4.0,1.6,5.6,0.4,-1.4,-1.1,0.7,0.532,0.087,0.403,0.102,0.448,0.26,0.464,0.46,0.821,0.027,0.113,0.07,0.142,0.014,0.006,0.097,0.264,34.1,6.8,15.3,0.4,1.4,6.4,13.9,5.2,6.2,0.8,3.3,4.1,2.8,1.0,0.3,1.9,2.3,19.3
953,DeMarco Johnson,2000,2000,PF,5,0,37,3,9,0,0,3,9,0,0,3,4,7,0,1,0,3,5,6,0.5,-0.1,0.0,-0.1,-9.5,-2.4,-11.9,-0.1,0.333,0.0,0.0,-0.091,0.333,,0.333,0.333,,0.099,0.124,0.112,0.0,0.015,0.0,0.25,0.154,7.4,0.6,1.8,0.0,0.0,0.6,1.8,0.0,0.0,0.6,0.8,1.4,0.0,0.2,0.0,0.6,1.0,1.2
954,DeMarcus Cousins,2011,2017,C,559,537,18035,4346,9494,343,1007,4003,8487,3215,4337,1571,4496,6067,1800,786,668,1955,2161,12250,23.0,2.1,2.8,4.9,1.3,2.0,3.3,2.6,0.537,0.114,0.448,0.121,0.457,0.24,0.472,0.477,0.741,0.095,0.285,0.19,0.187,0.022,0.03,0.147,0.327,32.3,7.8,17.0,0.6,1.8,7.2,15.2,5.8,7.8,2.8,8.0,10.9,3.2,1.4,1.2,3.5,3.9,21.9
955,DeMarcus Nelson,2009,2009,PG,13,5,171,24,54,0,3,24,51,5,14,6,18,24,13,9,2,15,24,53,6.5,-0.3,0.1,-0.3,-5.6,-1.0,-6.6,-0.2,0.44,0.056,0.259,-0.071,0.444,0.0,0.471,0.444,0.357,0.038,0.114,0.076,0.113,0.026,0.008,0.2,0.188,13.2,1.8,4.2,0.0,0.2,1.8,3.9,0.4,1.1,0.5,1.4,1.8,1.0,0.7,0.2,1.2,1.8,4.1
956,DeMarre Carroll,2010,2017,SF,450,267,9900,1276,2894,406,1124,870,1770,495,676,500,1132,1632,491,439,108,316,858,3453,11.7,1.0,0.9,1.9,-1.1,-1.0,-2.1,0.6,0.498,0.21,0.178,0.079,0.43,0.314,0.456,0.468,0.797,0.055,0.12,0.088,0.105,0.017,0.008,0.08,0.151,22.0,2.8,6.4,0.9,2.5,1.9,3.9,1.1,1.5,1.1,2.5,3.6,1.1,1.0,0.2,0.7,1.9,7.7
957,DeQuan Jones,2013,2013,SF,63,17,803,95,218,9,35,86,183,34,51,17,88,105,16,19,22,30,55,233,8.4,-0.3,0.4,0.1,-5.1,-1.1,-6.1,-0.8,0.485,0.161,0.234,0.007,0.436,0.257,0.47,0.456,0.667,0.024,0.124,0.074,0.03,0.012,0.021,0.111,0.153,12.7,1.5,3.5,0.1,0.6,1.4,2.9,0.5,0.8,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0.9,3.7
958,DeSagana Diop,2002,2013,C,755,117,10734,671,1528,1,6,670,1522,238,517,1108,1776,2884,342,282,774,452,1493,1581,8.8,0.0,1.1,1.1,-4.7,3.2,-1.5,0.4,0.422,0.005,0.311,0.043,0.418,0.125,0.42,0.419,0.353,0.112,0.187,0.15,0.056,0.013,0.053,0.213,0.102,14.2,0.9,2.0,0.0,0.0,0.9,2.0,0.3,0.7,1.5,2.4,3.8,0.5,0.4,1.0,0.6,2.0,2.1
959,DeShawn Stevenson,2001,2013,SG,968,638,21723,2660,6549,588,1775,2072,4774,1067,1535,500,1721,2221,1569,491,157,964,1354,6975,8.2,0.3,0.5,0.8,-2.5,-1.5,-3.9,-0.4,0.456,0.351,0.223,0.011,0.372,0.27,0.401,0.425,0.672,0.027,0.095,0.061,0.109,0.012,0.006,0.122,0.165,22.4,2.7,6.8,0.6,1.8,2.1,4.9,1.1,1.6,0.5,1.8,2.3,1.6,0.5,0.2,1.0,1.4,7.2
960,DeWayne Scales,1981,1984,PF,49,0,521,98,235,1,6,97,229,27,43,49,91,140,10,14,5,34,58,224,7.0,-0.2,0.2,0.1,-9.0,-2.7,-11.8,-0.3,0.403,0.009,0.324,-0.073,0.406,0.167,0.408,0.407,0.389,0.067,0.207,0.136,0.01,0.023,0.01,0.206,0.207,10.6,2.0,4.8,0.0,0.1,2.0,4.7,0.6,0.9,1.0,1.9,2.9,0.2,0.3,0.1,0.7,1.2,4.6
961,Dean Garrett,1997,2002,C,393,210,7152,740,1559,0,0,740,1559,293,436,613,1254,1867,209,175,382,213,719,1773,10.0,0.8,1.0,1.8,-4.8,1.2,-3.7,0.2,0.439,0.0,0.189,0.043,0.421,,0.421,0.421,0.496,0.096,0.223,0.159,0.043,0.017,0.039,0.129,0.142,18.2,1.9,4.0,0.0,0.0,1.9,4.0,0.7,1.1,1.6,3.2,4.8,0.5,0.4,1.0,0.5,1.8,4.5
962,Dean Meminger,1972,1977,SG,416,0,8554,1004,2112,0,0,1004,2112,544,867,286,386,1086,1046,242,28,0,700,2552,11.4,1.4,1.3,2.8,-1.2,-0.1,-1.3,0.6,0.503,,0.449,0.083,0.465,,0.465,0.465,0.616,0.049,0.066,0.064,0.154,0.018,0.003,,,20.6,2.4,5.1,0.0,0.0,2.4,5.1,1.3,2.1,0.7,0.9,2.6,2.5,0.6,0.1,0.0,1.7,6.1
963,Dean Oliver,2002,2003,PG,35,0,232,24,75,3,19,21,56,13,17,8,16,24,44,10,0,21,25,64,8.6,-0.1,0.0,-0.1,-3.3,-3.1,-6.4,-0.2,0.379,0.245,0.236,-0.039,0.305,0.161,0.358,0.325,0.771,0.047,0.077,0.061,0.296,0.025,0.0,0.207,0.19,6.6,0.7,2.1,0.1,0.5,0.6,1.6,0.4,0.5,0.2,0.5,0.7,1.3,0.3,0.0,0.6,0.7,1.8
964,Dean Tolson,1975,1978,PF,80,0,681,153,280,0,0,153,280,96,176,85,94,179,34,36,27,1,97,402,10.4,0.4,0.3,0.7,-3.9,-3.4,-7.3,0.2,0.353,,0.372,0.022,0.333,,0.333,0.333,0.591,0.088,0.091,0.089,0.161,0.015,0.018,0.5,0.109,8.5,1.9,3.5,0.0,0.0,1.9,3.5,1.2,2.2,1.1,1.2,2.2,0.4,0.5,0.3,0.0,1.2,5.0
965,Dedric Willoughby,2000,2000,PG,25,1,508,61,179,29,98,32,81,39,51,11,40,51,66,23,2,37,32,190,12.2,0.0,0.4,0.4,-0.2,-2.1,-2.3,0.0,0.472,0.547,0.285,0.04,0.341,0.296,0.395,0.422,0.765,0.025,0.094,0.059,0.246,0.024,0.003,0.155,0.215,20.3,2.4,7.2,1.2,3.9,1.3,3.2,1.6,2.0,0.4,1.6,2.0,2.6,0.9,0.1,1.5,1.3,7.6
966,Dee Brown,1991,2009,PG,767,301,19534,2854,6580,733,2044,2121,4536,1161,1418,365,1454,1819,2536,924,235,1043,1494,7602,10.8,1.3,0.8,2.0,-0.9,-1.4,-2.3,0.6,0.484,0.425,0.185,0.042,0.383,0.306,0.402,0.45,0.764,0.018,0.088,0.052,0.18,0.022,0.007,0.156,0.17,25.5,3.7,8.6,1.0,2.7,2.8,5.9,1.5,1.8,0.5,1.9,2.4,3.3,1.2,0.3,1.4,1.9,9.9
967,Dee Gibson,1950,1950,F-G,44,0,0,77,245,0,0,77,245,127,177,0,0,0,126,0,0,0,113,281,,1.7,1.0,2.7,,,,,0.435,,0.722,,0.314,,0.314,0.314,0.718,,,,,,,,,0.0,1.8,5.6,0.0,0.0,1.8,5.6,2.9,4.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,2.6,6.4
968,Dejounte Murray,2017,2017,PG,38,8,322,50,116,9,23,41,93,21,30,6,36,42,48,8,6,38,29,130,9.6,-0.4,0.5,0.0,-4.6,-0.2,-4.8,-0.2,0.503,0.198,0.259,0.004,0.431,0.391,0.441,0.47,0.7,0.022,0.124,0.074,0.226,0.013,0.015,0.227,0.235,8.5,1.3,3.1,0.2,0.6,1.1,2.4,0.6,0.8,0.2,0.9,1.1,1.3,0.2,0.2,1.0,0.8,3.4
969,Del Beshore,1979,1980,PG,69,0,870,88,250,10,26,78,224,58,87,16,47,63,139,58,5,104,105,244,3.2,-0.8,0.4,-0.4,-5.4,-0.5,-6.0,-0.5,0.423,0.104,0.348,-0.028,0.352,0.385,0.348,0.372,0.667,0.011,0.03,0.02,0.107,0.015,0.002,0.265,0.092,12.6,1.3,3.6,0.1,0.4,1.1,3.2,0.8,1.3,0.2,0.7,0.9,2.0,0.8,0.1,1.5,1.5,3.5
970,Delaney Rudd,1990,1993,PG,239,3,2357,317,768,45,175,272,593,137,180,45,139,184,519,74,4,250,244,816,8.0,-0.4,0.6,0.2,-3.9,-2.7,-6.5,-0.5,0.443,0.246,0.266,-0.021,0.364,0.222,0.41,0.39,0.76,0.029,0.065,0.048,0.295,0.013,0.001,0.22,0.209,9.9,1.3,3.2,0.2,0.7,1.1,2.5,0.6,0.8,0.2,0.6,0.8,2.2,0.3,0.0,1.0,1.0,3.4
971,Dell Curry,1987,2002,SG,1083,99,23549,5090,11146,1245,3098,3845,8048,1245,1476,599,2018,2617,1909,985,238,1299,1795,12670,15.7,1.5,1.1,2.6,1.2,-1.8,-0.6,0.6,0.535,0.292,0.127,0.083,0.453,0.389,0.473,0.512,0.837,0.029,0.096,0.062,0.133,0.021,0.006,0.099,0.24,21.7,4.7,10.3,1.1,2.9,3.6,7.4,1.1,1.4,0.6,1.9,2.4,1.8,0.9,0.2,1.2,1.7,11.7
972,Dell Demps,1994,1997,SG,20,0,108,21,42,1,3,20,39,16,21,2,7,9,9,6,1,13,12,59,7.8,0.0,0.0,0.1,-6.8,-1.2,-8.0,0.0,0.401,0.131,0.505,-0.057,0.303,0.25,0.305,0.308,0.608,0.009,0.029,0.019,0.096,0.053,0.003,0.119,0.248,5.4,1.1,2.1,0.1,0.1,1.0,1.9,0.8,1.1,0.1,0.3,0.5,0.5,0.3,0.1,0.7,0.6,3.0
973,Delon Wright,2016,2017,PG,54,1,675,85,196,15,43,70,153,68,90,24,61,85,88,35,14,41,38,253,16.4,0.4,0.4,0.8,-0.1,0.3,0.2,0.2,0.538,0.211,0.456,0.12,0.436,0.359,0.458,0.474,0.754,0.041,0.112,0.077,0.204,0.025,0.016,0.147,0.194,12.5,1.6,3.6,0.3,0.8,1.3,2.8,1.3,1.7,0.4,1.1,1.6,1.6,0.6,0.3,0.8,0.7,4.7
974,Delonte West,2005,2012,PG,493,289,13375,1797,4046,424,1147,1373,2899,687,842,244,1214,1458,1769,524,208,819,931,4705,13.3,1.1,1.5,2.6,-0.6,0.4,-0.1,0.8,0.526,0.289,0.199,0.084,0.44,0.361,0.472,0.493,0.8,0.022,0.105,0.064,0.214,0.021,0.013,0.161,0.18,27.1,3.6,8.2,0.9,2.3,2.8,5.9,1.4,1.7,0.5,2.5,3.0,3.6,1.1,0.4,1.7,1.9,9.5
975,Demetris Nichols,2008,2009,SF,36,0,116,18,64,6,30,12,34,2,4,0,14,14,4,0,8,8,10,44,0.9,-0.1,0.0,-0.1,-11.5,-6.3,-17.8,-0.1,0.319,0.38,0.104,-0.218,0.284,0.089,0.36,0.311,0.5,0.0,0.131,0.063,0.093,0.0,0.044,0.078,0.3,3.2,0.5,1.8,0.2,0.8,0.3,0.9,0.1,0.1,0.0,0.4,0.4,0.1,0.0,0.2,0.2,0.3,1.2
976,Demetrius Calip,1992,1992,PG,7,0,58,4,18,1,5,3,13,2,3,1,4,5,12,1,0,5,8,11,1.8,-0.2,0.0,-0.2,-7.6,-3.7,-11.3,-0.1,0.285,0.278,0.167,-0.134,0.222,0.2,0.231,0.25,0.667,0.019,0.08,0.049,0.282,0.009,0.0,0.206,0.183,8.3,0.6,2.6,0.1,0.7,0.4,1.9,0.3,0.4,0.1,0.6,0.7,1.7,0.1,0.0,0.7,1.1,1.6
977,Demetrius Jackson,2017,2017,PG,5,0,17,3,4,1,1,2,3,3,6,2,2,4,3,0,0,0,0,10,30.8,0.1,0.0,0.1,9.2,-2.8,6.4,0.0,0.753,0.25,1.5,0.386,0.75,1.0,0.667,0.875,0.5,0.132,0.13,0.131,0.282,0.0,0.0,0.0,0.173,3.4,0.6,0.8,0.2,0.2,0.4,0.6,0.6,1.2,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,2.0
978,Deng Gai,2006,2006,C,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-6.3,-0.7,-7.0,0.0,,,,-0.015,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,Dennis Awtrey,1971,1982,C,878,3,16592,1572,3421,0,0,1572,3421,879,1363,745,1623,3940,1760,202,195,297,2042,4023,8.9,0.5,1.3,1.8,-3.1,0.9,-2.1,0.2,0.489,0.0,0.477,0.061,0.444,,0.444,0.444,0.632,0.065,0.147,0.118,0.119,0.008,0.01,0.267,0.093,18.9,1.8,3.9,0.0,0.0,1.8,3.9,1.0,1.6,0.8,1.8,4.5,2.0,0.2,0.2,0.3,2.3,4.6
980,Dennis Bell,1974,1976,SF,63,0,545,76,203,0,0,76,203,23,43,52,67,119,28,28,10,0,65,175,4.4,-0.2,0.2,0.0,-7.9,-0.4,-8.2,-0.1,0.264,,0.177,-0.067,0.252,,0.252,0.252,0.493,0.053,0.089,0.071,0.043,0.019,0.006,,,8.7,1.2,3.2,0.0,0.0,1.2,3.2,0.4,0.7,0.8,1.1,1.9,0.4,0.4,0.2,0.0,1.0,2.8
981,Dennis Boyd,1979,1979,PG,5,0,40,3,12,0,0,3,12,0,0,0,2,2,7,0,0,6,5,6,-4.0,-0.2,0.0,-0.2,-11.7,-4.0,-15.7,-0.1,0.25,,0.0,-0.23,0.25,,0.25,0.25,,0.0,0.054,0.026,0.203,0.0,0.0,0.333,0.171,8.0,0.6,2.4,0.0,0.0,0.6,2.4,0.0,0.0,0.0,0.4,0.4,1.4,0.0,0.0,1.2,1.0,1.2
982,Dennis DuVal,1975,1976,PG,50,0,267,39,108,0,0,39,108,18,27,9,22,31,34,22,4,0,49,96,11.1,-0.2,0.2,0.0,-3.4,-0.0,-3.6,-0.0,0.397,,0.243,-0.001,0.359,,0.359,0.359,0.667,0.034,0.083,0.058,0.177,0.037,0.008,,,5.3,0.8,2.2,0.0,0.0,0.8,2.2,0.4,0.5,0.2,0.4,0.6,0.7,0.4,0.1,0.0,1.0,1.9
983,Dennis Hamilton,1968,1969,PF,69,0,519,91,175,0,0,91,175,15,18,0,0,101,38,0,0,0,65,197,13.4,0.4,0.2,0.6,,,,,0.54,,0.098,0.128,0.526,,0.526,0.526,0.7,,,,0.092,,,,,7.5,1.3,2.5,0.0,0.0,1.3,2.5,0.2,0.3,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.9,2.9
984,Dennis Hopson,1988,1992,SG,405,119,8823,1651,3786,73,272,1578,3514,1001,1327,526,619,1145,641,386,198,648,787,4376,12.5,0.4,1.0,1.3,-1.5,-0.5,-2.0,-0.0,0.498,0.056,0.305,0.056,0.445,0.24,0.456,0.452,0.743,0.059,0.07,0.064,0.099,0.025,0.012,0.116,0.213,21.8,4.1,9.3,0.2,0.7,3.9,8.7,2.5,3.3,1.3,1.5,2.8,1.6,1.0,0.5,1.6,1.9,10.8
985,Dennis Horner,2012,2012,PF,8,0,22,1,4,0,1,1,3,3,4,2,3,5,0,0,0,1,1,5,6.6,0.0,0.0,0.0,-6.8,-6.7,-13.6,-0.1,0.434,0.25,1.0,-0.012,0.25,0.0,0.333,0.25,0.75,0.103,0.163,0.132,0.0,0.0,0.0,0.148,0.141,2.8,0.1,0.5,0.0,0.1,0.1,0.4,0.4,0.5,0.2,0.4,0.6,0.0,0.0,0.0,0.1,0.1,0.6
986,Dennis Johnson,1977,1990,PG,1100,673,35954,5832,13100,80,464,5752,12636,3791,4754,1459,2790,4249,5499,1477,675,2448,3087,15535,14.6,2.8,3.1,5.9,0.3,0.4,0.6,1.7,0.511,0.046,0.364,0.11,0.446,0.17,0.457,0.45,0.801,0.046,0.083,0.065,0.203,0.02,0.01,0.149,0.199,32.7,5.3,11.9,0.1,0.4,5.2,11.5,3.4,4.3,1.3,2.5,3.9,5.0,1.3,0.6,2.2,2.8,14.1
987,Dennis Nutt,1987,1987,PG,25,0,91,16,40,5,17,11,23,20,22,1,7,8,16,7,0,10,6,57,20.0,0.2,0.1,0.3,2.7,-1.9,0.8,0.1,0.574,0.425,0.55,0.156,0.4,0.294,0.478,0.463,0.909,0.012,0.082,0.048,0.241,0.037,0.0,0.168,0.267,3.6,0.6,1.6,0.2,0.7,0.4,0.9,0.8,0.9,0.0,0.3,0.3,0.6,0.3,0.0,0.4,0.2,2.3
988,Dennis Rodman,1987,2000,PF,911,573,28839,2766,5310,82,355,2684,4955,1069,1832,4329,7625,11954,1600,611,531,1484,2843,6683,14.0,2.5,3.9,6.4,-0.2,2.6,2.3,2.6,0.525,0.062,0.389,0.139,0.496,0.151,0.515,0.502,0.583,0.167,0.295,0.232,0.074,0.011,0.012,0.223,0.113,31.7,3.0,5.8,0.1,0.4,2.9,5.4,1.2,2.0,4.8,8.4,13.1,1.8,0.7,0.6,1.6,3.1,7.3
989,Dennis Schroder,2014,2017,PG,285,94,6263,1233,2849,239,723,994,2126,539,659,101,575,676,1258,210,29,652,468,3244,13.3,0.2,1.6,1.9,-1.6,-1.6,-3.2,-0.0,0.5,0.248,0.235,0.04,0.421,0.313,0.456,0.46,0.787,0.017,0.102,0.06,0.32,0.017,0.003,0.184,0.257,22.0,4.3,10.0,0.8,2.5,3.5,7.5,1.9,2.3,0.4,2.0,2.4,4.4,0.7,0.1,2.3,1.6,11.4
990,Dennis Scott,1991,2000,SF,746,430,21011,3378,8152,1376,3499,2002,4653,1084,1367,422,1657,2079,1489,593,239,891,1476,9216,12.2,1.7,1.0,2.6,0.4,-1.6,-1.3,0.5,0.516,0.439,0.156,0.078,0.407,0.383,0.422,0.491,0.752,0.021,0.09,0.055,0.104,0.014,0.007,0.087,0.193,28.2,4.5,10.9,1.8,4.7,2.7,6.2,1.5,1.8,0.6,2.2,2.8,2.0,0.8,0.3,1.2,2.0,12.4
991,Dennis Stewart,1971,1971,F,2,0,6,1,4,0,0,1,4,2,2,0,0,3,1,0,0,0,0,4,24.4,0.0,0.0,0.0,,,,,0.41,,0.5,0.015,0.25,,0.25,0.25,1.0,,,0.22,0.218,,,,,3.0,0.5,2.0,0.0,0.0,0.5,2.0,1.0,1.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,2.0
992,Denzel Valentine,2017,2017,SG,57,0,976,102,288,73,208,29,80,14,18,11,140,151,63,30,7,49,86,291,7.3,-0.5,1.1,0.6,-2.4,-0.4,-2.8,-0.2,0.492,0.722,0.063,0.031,0.354,0.351,0.363,0.481,0.778,0.012,0.156,0.083,0.093,0.015,0.006,0.142,0.154,17.1,1.8,5.1,1.3,3.6,0.5,1.4,0.2,0.3,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1
993,DerMarr Johnson,2001,2008,SF,344,136,5930,770,1872,274,815,496,1057,307,389,192,577,769,304,198,149,349,598,2121,11.5,0.2,0.8,0.9,-0.9,-1.1,-2.0,0.1,0.517,0.47,0.204,0.06,0.414,0.329,0.512,0.49,0.688,0.028,0.104,0.067,0.078,0.017,0.016,0.122,0.195,17.2,2.2,5.4,0.8,2.4,1.4,3.1,0.9,1.1,0.6,1.7,2.2,0.9,0.6,0.4,1.0,1.7,6.2
994,Derek Anderson,1998,2008,SG,658,401,19022,2527,6225,685,2025,1842,4200,1967,2309,461,1670,2131,2184,714,93,1106,1328,7706,13.9,2.2,1.3,3.5,0.7,-0.7,-0.1,1.0,0.523,0.36,0.367,0.099,0.394,0.326,0.426,0.453,0.839,0.027,0.108,0.068,0.19,0.019,0.004,0.135,0.197,28.9,3.8,9.5,1.0,3.1,2.8,6.4,3.0,3.5,0.7,2.5,3.2,3.3,1.1,0.1,1.7,2.0,11.7
995,Derek Fisher,1997,2014,SG,1383,783,34802,3904,9838,1313,3530,2591,6308,2117,2584,428,2388,2816,4021,1422,105,1576,2856,11238,10.8,1.5,1.4,2.9,-0.7,-0.9,-1.6,0.4,0.503,0.369,0.263,0.077,0.386,0.364,0.394,0.454,0.829,0.013,0.076,0.045,0.168,0.021,0.002,0.134,0.16,25.2,2.8,7.1,0.9,2.6,1.9,4.6,1.5,1.9,0.3,1.7,2.0,2.9,1.0,0.1,1.1,2.1,8.1
996,Derek Grimm,1998,1998,SF,9,0,34,4,14,4,12,0,2,2,2,0,4,4,0,3,1,3,6,14,7.9,-0.1,0.1,0.0,-4.3,-2.7,-6.9,0.0,0.47,0.857,0.143,-0.012,0.286,0.333,0.0,0.429,1.0,0.0,0.134,0.065,0.0,0.046,0.02,0.168,0.234,3.8,0.4,1.6,0.4,1.3,0.0,0.2,0.2,0.2,0.0,0.4,0.4,0.0,0.3,0.1,0.3,0.7,1.6
997,Derek Harper,1984,1999,PG,1281,938,39990,6494,14128,1143,3229,5351,10899,2666,3589,716,2309,3025,6911,2082,312,2469,2918,16797,15.1,3.0,2.0,5.0,1.3,-0.8,0.6,1.7,0.527,0.235,0.239,0.101,0.453,0.336,0.481,0.494,0.731,0.02,0.065,0.042,0.259,0.026,0.005,0.139,0.192,31.2,5.1,11.0,0.9,2.5,4.2,8.5,2.1,2.8,0.6,1.8,2.4,5.4,1.6,0.2,1.9,2.3,13.1
998,Derek Hood,2000,2000,PF,2,0,4,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,-24.2,-0.1,0.0,-0.1,-31.2,-10.9,-42.1,0.0,0.0,0.0,0.0,-0.738,0.0,,0.0,0.0,,0.0,0.275,0.141,0.0,0.0,0.0,0.0,0.336,2.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
999,Derek Smith,1983,1991,SF,473,252,11120,2247,4570,52,184,2195,4386,1254,1683,537,930,1467,994,308,198,788,1378,5800,13.7,1.2,0.5,1.7,-0.7,-2.2,-2.9,0.3,0.524,0.063,0.44,0.071,0.458,0.233,0.475,0.464,0.725,0.049,0.091,0.069,0.146,0.014,0.014,0.132,0.217,23.5,4.8,9.7,0.1,0.4,4.6,9.3,2.7,3.6,1.1,2.0,3.1,2.1,0.7,0.4,1.7,2.9,12.3
1000,Derek Strong,1992,2001,PF,456,72,8548,1067,2483,11,61,1056,2422,943,1199,783,1430,2213,291,203,94,421,740,3088,12.6,1.0,0.9,1.8,-3.4,-1.2,-4.5,-0.2,0.489,0.033,0.554,0.078,0.386,0.153,0.392,0.39,0.78,0.102,0.219,0.159,0.056,0.012,0.006,0.13,0.181,18.7,2.3,5.4,0.0,0.1,2.3,5.3,2.1,2.6,1.7,3.1,4.9,0.6,0.4,0.2,0.9,1.6,6.8
1001,Dermie O'Connell,1950,1950,G,122,0,0,222,850,0,0,222,850,94,178,0,0,0,182,0,0,0,182,538,,-2.1,0.5,-1.7,,,,,0.288,,0.209,,0.261,,0.261,0.261,0.516,,,,,,,,,0.0,1.8,7.0,0.0,0.0,1.8,7.0,0.8,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,4.4
1002,Deron Williams,2006,2017,PG,974,880,32987,5565,12539,1368,3847,4197,8692,3316,4023,407,2619,3026,7846,977,229,2770,2460,15814,17.6,4.1,1.3,5.4,2.7,-2.0,0.7,1.7,0.546,0.32,0.304,0.114,0.437,0.355,0.475,0.494,0.819,0.014,0.096,0.055,0.396,0.015,0.006,0.165,0.234,33.9,5.7,12.9,1.4,3.9,4.3,8.9,3.4,4.1,0.4,2.7,3.1,8.1,1.0,0.2,2.8,2.5,16.2
1003,Derrek Dickey,1974,1978,PF,368,0,5838,941,2016,0,0,941,2016,284,377,599,1073,1672,367,143,64,80,665,2166,12.1,0.8,0.9,1.7,-2.2,-1.2,-3.3,-0.1,0.49,,0.199,0.074,0.457,,0.457,0.457,0.782,0.095,0.165,0.13,0.075,0.011,0.005,0.166,0.203,15.9,2.6,5.5,0.0,0.0,2.6,5.5,0.8,1.0,1.6,2.9,4.5,1.0,0.4,0.2,0.2,1.8,5.9
1004,Derrick Alston,1995,1997,C,139,42,2657,318,650,1,7,317,643,114,234,228,297,525,94,95,87,112,298,751,4.8,0.3,0.6,0.9,-7.5,-3.1,-10.7,-0.0,0.333,0.008,0.385,-0.106,0.326,0.167,0.328,0.326,0.328,0.177,0.124,0.15,0.039,0.013,0.016,0.088,0.182,19.1,2.3,4.7,0.0,0.1,2.3,4.6,0.8,1.7,1.6,2.1,3.8,0.7,0.7,0.6,0.8,2.1,5.4
1005,Derrick Brown,2010,2012,SF,220,19,3130,428,818,18,51,410,767,206,333,208,304,512,152,109,42,144,267,1080,13.7,0.7,0.4,1.1,-0.9,-0.3,-1.2,0.1,0.589,0.092,0.486,0.095,0.552,0.424,0.556,0.577,0.587,0.085,0.11,0.097,0.082,0.02,0.013,0.157,0.161,14.2,1.9,3.7,0.1,0.2,1.9,3.5,0.9,1.5,0.9,1.4,2.3,0.7,0.5,0.2,0.7,1.2,4.9
1006,Derrick Byars,2012,2012,PF,2,0,37,3,11,0,6,3,5,4,4,6,5,11,1,2,0,0,2,10,14.9,0.1,0.1,0.1,1.6,-1.1,0.6,0.0,0.392,0.545,0.364,0.147,0.273,0.0,0.6,0.273,1.0,0.19,0.152,0.171,0.037,0.028,0.0,0.0,0.157,18.5,1.5,5.5,0.0,3.0,1.5,2.5,2.0,2.0,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,5.0
1007,Derrick Caracter,2011,2011,C,41,0,215,32,66,0,0,32,66,17,23,19,24,43,7,4,10,19,47,81,10.0,0.0,0.3,0.3,-4.5,-0.3,-4.9,-0.2,0.532,0.0,0.348,0.057,0.485,,0.485,0.485,0.739,0.103,0.122,0.113,0.051,0.01,0.035,0.2,0.202,5.2,0.8,1.6,0.0,0.0,0.8,1.6,0.4,0.6,0.5,0.6,1.0,0.2,0.1,0.2,0.5,1.1,2.0
1008,Derrick Chievous,1989,1991,SF,209,1,2831,504,1120,11,42,493,1078,360,482,195,259,454,141,103,22,232,317,1379,11.4,0.1,0.7,0.8,-3.3,-2.0,-5.4,-0.2,0.497,0.03,0.46,0.052,0.429,0.229,0.435,0.433,0.712,0.08,0.092,0.086,0.064,0.017,0.005,0.129,0.229,13.5,2.4,5.4,0.1,0.2,2.4,5.2,1.7,2.3,0.9,1.2,2.2,0.7,0.5,0.1,1.1,1.5,6.6
